"NDE","NDE_BC1","NDE_BC2","NIE","NIE_BC1","NIE_BC2","MP","MP_BC1","MP_BC2"
2.54313102037912,1.78520609772529,1.95922622894791,2.47293712823917,2.14232202647588,2.18131054409442,0.492389220416626,0.494322491956647,0.530539756971692
2.41733822352071,2.05337775062978,2.10100558218843,0.848046544264271,0.793803166519848,0.797064140578578,-0.229602820227658,-0.0808498484809072,-0.103506373655606
3.92353444971347,2.50663256325252,2.88255895380935,2.00206617711661,1.73764624343123,1.76849483367714,0.336788741596498,0.378511687947136,0.397784486539185
2.10002664733984,1.67656779729579,1.74762721010658,1.55314105453827,1.37769831089241,1.39550488545959,0.37241449653551,0.447010240122665,0.490426111203606
1.66734727159987,1.49348615015506,1.50990346047378,1.07053759838473,1.02253729084764,1.02459714908889,0.117641622492394,0.199667273609423,0.21516020993198
2.78450543653624,2.31948802620529,2.38603354753294,1.36152150850042,1.27497560013902,1.2801481453996,0.231566787838381,0.290470365239461,0.298250328471902
3.6086403478553,2.79416210146085,2.94414108115907,1.53689851762969,1.39208508678617,1.40455507593723,0.250870972298289,0.307066919347915,0.317929332620461
4.74902187146154,3.24165956645871,3.60483117716173,1.380054482972,1.18601712688298,1.20993599528933,0.17133639109382,0.258098592121816,0.267981657802284
1.21008926170765,1.01607497693642,1.04288321539553,1.42478364990244,1.37132889960152,1.37326188302918,0.649918874262064,0.264177430658796,0.779933520446904
3.21470301338745,2.45432605694746,2.59977548696485,1.089969633135,0.976172162533184,0.986929944728072,0.0687063399686715,0.165816202504564,0.169441795562447
8.14869917416499,4.17829491122387,5.47906027666458,1.65126830041073,1.41654617742586,1.44575866670209,0.192945787758264,0.250870300882575,0.258468172908923
5.46278127682296,3.07957347317445,3.80346938701249,2.454136445918,2.07870843176103,2.12852040664359,0.345865675324714,0.377829082610915,0.392665382314382
6.81440919693387,4.35813126550475,5.00892458782142,0.715160712100179,0.617085194925717,0.628913009185317,-0.211674336353732,-0.190483168327279,-0.192285094892222
7.30042945455559,2.60779961878279,4.4439261851997,3.34501473618649,2.57502894043115,2.719106230595,0.377877412420518,0.404562343934698,0.421916933996625
2.46794620318814,1.94922439476906,2.03931553093949,1.26239281271494,1.14109489246831,1.15172818291803,0.205042189678341,0.314030696807922,0.334042956238975
4.31220228180032,3.3725614986822,3.5406786321123,1.12408679490122,1.05785629812652,1.06154143211029,0.0741063782099404,0.128591441807032,0.129980677846217
5.2024706494082,3.01371802456047,3.66187028231514,1.85530830718747,1.54830089468501,1.59189006645729,0.272607226828772,0.33069750660492,0.346547362364377
3.13097031035189,2.13844483194875,2.37734572472177,2.35269827484987,2.14755025969555,2.16400383170503,0.42844427519051,0.433831120813741,0.456170079122089
2.07749224329681,1.63466037192395,1.71246785119305,1.40410361677103,1.35659829438435,1.35815295252553,0.317029319284961,0.355423555831246,0.386252440745568
3.92081638708181,2.99316763297592,3.17065312290633,2.01553034041455,1.82220376920239,1.83912435963988,0.339052038890014,0.364370464876045,0.375656627391732
4.06741204514179,2.15144090333842,2.76496427323269,2.89177276251995,2.42065562116951,2.48665580768134,0.43080034905651,0.446452528149414,0.472865890223554
2.31600883711116,1.88185746656958,1.95039435108221,1.41529048025567,1.33368472355679,1.33813359540374,0.292571258074075,0.337225156398036,0.3629296210366
4.45156633634593,3.43858907631354,3.62636741703769,1.12520687683432,1.04161135849054,1.04739246110503,0.073215758745267,0.140919413950541,0.142976484519489
3.10324573057765,2.31916020122885,2.47731243375709,1.62068936658303,1.43904038056237,1.45734790538126,0.298923756363389,0.364377741583584,0.380437016454334
2.08541995044782,1.79468924585583,1.83026120860713,1.12479766020718,1.02845810400374,1.03605865041634,0.137939044590909,0.321484403340576,0.341420041208246
4.88759788987599,3.31186841018346,3.69602400856186,3.75361276630539,3.04383783138682,3.15670735829359,0.454633191961786,0.466078706961258,0.476579655303125
4.01068450505234,3.24615813328563,3.36856122462641,0.926274983291688,0.893373393152411,0.894501980592596,-0.0583552468289112,-0.0316931529302854,-0.0328608925822037
3.49346901204527,2.8759408468427,2.96870204768442,1.08533167248216,0.999421521156945,1.00572299874313,0.0614396798327826,0.156817491723115,0.159669335257345
4.65584782108663,2.73849089044926,3.29777022805075,1.67349963742372,1.48664084030632,1.50540937942861,0.250806979676976,0.30346674220406,0.319709802062196
3.01414790226769,2.43760452207228,2.53017785770561,1.43608080611221,1.2707477176603,1.2878170276181,0.247003219672985,0.329461327487583,0.34279313477933
6.81132141322285,3.41270264582567,4.54401285154353,3.14715214574326,2.67104630435587,2.73360789202319,0.374051061585345,0.388600196564781,0.400096524556491
3.83039859703629,2.67809960694693,2.94458035143195,1.62791813714352,1.4981023779243,1.50768979691675,0.266245829923249,0.309613635319558,0.323793195828692
3.38629093508051,2.44773816332201,2.65141750183373,1.58750282267008,1.49993283378126,1.50451084549578,0.274786215157241,0.30417935045818,0.319769885667035
2.40627108573124,1.98327744805977,2.04651777196108,1.45009783862268,1.3602309830491,1.36547529271485,0.297373977933616,0.349514088416253,0.367653158351994
2.78079347062374,2.32983115559625,2.39275887138403,0.768486629839623,0.712264885546221,0.716097615551801,-0.346761468940163,-0.123804245096622,-0.161144289034951
1.68917620603789,1.24026254713257,1.33451652422493,3.60069533556867,3.10885624708984,3.1679652646058,0.709620987345842,0.662916844145132,0.709543265226277
4.49970219791832,2.78516140815989,3.25821180634596,2.76453788550955,2.46376894912559,2.49328049832759,0.403379610353431,0.412338899033954,0.426143277126271
1.02983761622023,0.763032197543608,0.817931757036379,2.81124659801675,2.23206915322017,2.33100855086636,0.972342117182036,0.747101753346803,0.964310602528477
1.82709067481353,1.48012703580798,1.53549997015776,1.05372890402625,0.960671990376866,0.96822317303406,0.0798937515576098,0.29960745661457,0.32566053988404
3.60425308442661,2.88774693411405,3.00656426124214,1.44581073113071,1.33789845197904,1.34539339149827,0.223330277415453,0.273871190057284,0.280048429135414
2.44307374885635,2.12841340277969,2.16431647754495,0.961054395513969,0.893764116423406,0.898167291518203,-0.0465410031350978,0.116870101555876,0.113418689181579
2.35916354180058,1.6833447401749,1.83383360664888,2.1172698584772,1.81654953306095,1.85394948394612,0.466371131935904,0.490858735410618,0.54005326101849
4.52596677339817,0.94791410389155,2.52768090923556,3.25817869946401,2.53983234088762,2.66959928145714,0.438932942949311,0.444046994567878,0.490498094529132
4.50724029390221,3.36774931183157,3.59769467929491,1.32594655085891,1.2822784658735,1.28367075651963,0.15780554059714,0.186117128565309,0.190098485802892
3.66746179311261,2.82907936919209,2.98507346372421,1.64665890999976,1.57791476093903,1.58066965752448,0.277352340555787,0.293332955962798,0.301876087826285
25.3346027144901,-2.6917508041046,12.0283094608993,4.07543677417322,3.09952701535711,3.2880707731715,0.30298312602355,0.320491749579818,0.328800625747887
1.76726054540443,1.5822210348291,1.59975912809969,1.01309789101164,0.963686426586722,0.965984281945946,0.0223418333514237,0.176421715066194,0.179383215992353
2.67894526564807,2.14317698905448,2.23246881628333,1.0630158602789,0.997046222123453,1.00090100428354,0.0583928161801167,0.145635620236846,0.148538040038947
1.69459343278453,1.45877742755908,1.48758436728157,1.49194317474584,1.38553913366435,1.39262258827694,0.431342114394522,0.465727807828513,0.51511026365045
3.62862610218873,1.47871558818258,2.27859201455674,2.67279335731032,2.0713995993861,2.18186196434606,0.432717232267939,0.456393107408155,0.510336041410355
0.756822239233658,0.615140762904372,0.637481951245779,1.678209056909,1.60484954282927,1.60792199936632,2.16531373010804,-12.6390342294825,2.94740045893809
1.2855146167403,1.09449617872772,1.11920815083245,1.33142450176903,1.2520833143248,1.25654544724537,0.53264769929106,0.379887667925405,0.694646782971403
5.23335551301359,3.629649059878,4.00581566485574,1.71305736259304,1.53253625328682,1.54974592871816,0.245416387159721,0.289747871507673,0.295062705064199
5.15097232438314,3.95890275988039,4.18293247172947,0.857877837819846,0.769973704660573,0.778143808197738,-0.10316602904627,-0.0346020286364437,-0.0363336577660584
2.486696439667,2.00023076761729,2.07982577158636,1.04103033394234,0.978579651257992,0.982114000928695,0.0422754044001755,0.127770159693189,0.130824845771059
3.67874802236374,3.04629692410648,3.13907723429294,0.737722011529477,0.713198824609691,0.713987792120311,-0.304680481989383,-0.277642041437714,-0.284570293318756
8.27906061329159,0.34189584590281,4.22680636396534,9.12245791350041,5.30485533652052,6.43113209901984,0.511216379535988,0.510589027579806,0.532318482263885
8.16453985128531,1.26168879766472,4.42410443877989,3.51972533728335,2.11878116498716,2.51763838758051,0.37472134044931,0.416635369932316,0.446719740560264
6.83588699664121,-0.500333977868026,3.29727596811803,3.17621730916174,2.51708205312238,2.6303595884645,0.375483129783319,0.383355065247172,0.421138970497594
1.97930127845129,1.70536706669913,1.73867026678386,0.909132993778831,0.861905140263997,0.864237387714246,-0.162156817087347,0.0783179248133538,0.0429405925069974
2.64183065782081,1.9773054586039,2.11086450653708,1.37060033261959,1.26691151929812,1.27420409825905,0.245001717491449,0.313552223684176,0.340542791289747
4.66501457221447,2.16994756002932,3.03940125576071,3.49760889490395,2.93413064717354,3.01231358797578,0.44842517786698,0.452723621897401,0.473936680705324
