"NDE","NDE_BC1","NDE_BC2","NIE","NIE_BC1","NIE_BC2","MP","MP_BC11","MP_BC12","MP_BC21","MP_BC22"
1.28607061233991,1.34235799095307,1.32627285279292,1.16340302120232,1.07225870541429,1.09144535637494,0.375611798301046,0.213566456534161,0.233136362284217,0.236719452625049,0.264555807425282
2.25190233026489,2.10036861833371,2.12064529341747,1.84848925044224,1.72531646820313,1.75306645806091,0.430790070352691,0.446388628857668,0.449587101943419,0.446658621834873,0.449850187406992
3.82032582909154,3.22627818888177,3.33225614066454,2.0145113037243,1.85060699974401,1.91641497114272,0.343202037437883,0.367332246319085,0.372222172923904,0.367336683463559,0.372225440771461
1.47980035395299,1.44571021700681,1.44748206517955,1.63366625482851,1.54141577195099,1.56275864891255,0.556030215665582,0.518022152831466,0.52440558998587,0.525015197351115,0.531198388035818
2.47125153834836,2.28892300195076,2.31291587970999,1.08985433410179,0.987982012055546,1.01341760760164,0.0868457421639605,0.0931504864637197,0.116949447099592,0.0790741048962183,0.0157458689032707
1.9847496583347,1.86853012182797,1.88417356544062,1.63189664085632,1.53190377633184,1.55653709860103,0.416718890566496,0.424810800810387,0.429830733532558,0.425161386461645,0.430164706238212
1.66694113124205,1.6022799279802,1.60958013538323,1.2975348614494,1.21159585696725,1.23119730846609,0.337629155098825,0.346516615660586,0.357593506095926,0.348648905616464,0.359741745431074
2.29241591546981,2.21018573886442,2.21768396211053,1.1840262345749,1.09799784847068,1.11440787853903,0.169169891166181,0.16805617935349,0.180545620702292,0.16808699438383,0.180551995453543
2.10950179517179,1.9726609653205,1.98943230482681,1.4791003246908,1.39212148552801,1.41468761593599,0.344001136225166,0.360601276974237,0.366965483030186,0.360660019847131,0.367026592398982
4.3390825516543,4.0225126598406,4.07516254827159,0.946405340093492,0.799113878034771,0.840044832555354,-0.0389955811842975,-0.125988900105936,-0.0751708429071728,-0.126344101385882,-0.0754448804916281
3.63524779746116,2.95603723507917,3.10568805366226,2.35952128650659,2.18450764949261,2.26588150549781,0.39944365589876,0.423193457550488,0.422981715937885,0.42364309670726,0.423361842115853
3.37231292489498,2.94519312762178,3.02162284184875,1.81908298650646,1.68334100462995,1.72506182694255,0.329854003635744,0.348218856599209,0.352261990155927,0.348219756996713,0.352262746479369
1.27367471292612,1.24591917743578,1.24652127978216,1.70166917267412,1.62309041933386,1.63876662779786,0.687264065043074,0.633379515772062,0.637194107906141,0.645626170947159,0.649127915379417
2.18455088968954,2.05696620963513,2.07464589420768,1.51444307542458,1.41066272145017,1.43589506550351,0.346897052983371,0.35611291705883,0.363192915562957,0.356286130187487,0.363372094867343
6.64372159260428,4.44686088573948,5.13150077454267,2.23814243657028,2.08651123663894,2.19725913726942,0.298462830742222,0.318294755501595,0.314790040213786,0.319405960194823,0.315560449707558
2.34399077382392,2.23368582535155,2.24954067025577,1.10960485320113,1.02802968207266,1.04581099965601,0.108806816462895,0.0921732583029379,0.109483901272932,0.0955553549919533,0.110579822874718
2.20906123128365,2.11332488473406,2.12554664604156,1.28994551178809,1.17736362121095,1.20595757968332,0.243132019460615,0.246281731722854,0.262104708216151,0.246668576681121,0.262313360992595
2.13675828387049,1.99134313387287,2.00902208399718,1.58007998238285,1.46664787800749,1.50103419821301,0.375976745232329,0.396897862527371,0.405202083574162,0.396975640708003,0.405283629070775
2.34825304513494,2.21088531521165,2.22818972764318,1.32302680244106,1.23198451529852,1.25241927938289,0.246933373480343,0.262195193445985,0.27122176603104,0.262215784251449,0.271229869522941
3.22402772790169,2.90758865119003,2.9570907066966,1.17835964818936,1.04522631713265,1.08570737787376,0.122961420825762,0.127340359806434,0.152139210093374,0.152505550541443,0.15862165691712
2.54120288306614,2.27755005208449,2.32303624060705,1.72453653827796,1.58735454483752,1.628004148991,0.368814197533114,0.390036682297097,0.395379999935752,0.390212498035129,0.395546232452476
5.07607271779431,4.42597778234974,4.56954743913806,1.22950461752879,1.02179229450427,1.09414705901683,0.112831514068203,0.0882602690166434,0.12535678005533,0.0309077772792929,0.143162500555344
