"NIE","NDE","MP","MP_BC1","MP_BC2"
-0.0208801018971223,0.926665262700121,-0.0230519363759632,0.00460745867485105,0.00454518223149299
-0.0364290765640893,0.868726001466547,-0.0437693273567708,0.0119089174571233,0.0115529879171785
0.143190809232381,0.759425355503172,0.158639757215441,0.195519413367603,0.196607974746014
-0.000960153513035458,0.899545479290218,-0.00106851679578122,0.0424804599440519,0.0424735855481156
0.129022572327179,0.930423267583558,0.121783075138649,0.135812123819953,0.136039960500832
0.0304840099191183,0.844574815596081,0.0348365264485739,0.0627179001321427,0.0628739695795902
0.205705713282342,0.915970905324794,0.183391282184148,0.197377328875185,0.197653077826579
0.135906786817307,1.03060134701522,0.116507363194108,0.130808537630199,0.130955982168892
0.127705247853578,1.10848452493035,0.10330553662969,0.124535282898124,0.124758277322166
0.181792275405815,1.00218311697926,0.153543964321422,0.171232300676426,0.171664651694246
0.128161980482215,0.983410969203725,0.115297858335276,0.130156572480828,0.130310670270481
0.0406098810866441,0.964925985428219,0.0403863078772077,0.0785949760502748,0.0788229746293925
0.0168824686941104,0.853936516122731,0.0193868863546438,0.0561475630140062,0.0562306474458757
0.0268011888420167,0.912621471977857,0.0285294255288947,0.0817833795674451,0.0820053563416628
-0.0430838469776011,1.16339635119733,-0.038456990183831,-0.00989104027815346,-0.0099888577759259
-0.0723244952169996,1.07025632004058,-0.0724743849408605,-0.0247450570424677,-0.025187875004394
-0.265681413619251,0.803137077422164,-0.494331777507656,-0.170575111453919,-0.209537974306634
0.272480351858918,1.10154729160751,0.198307765607611,0.208193329319449,0.208339423135926
0.240580017791097,0.939531999719426,0.203862018368906,0.223545013223867,0.224023348354425
0.14755210972363,0.807307369201137,0.154527564505914,0.171205105325869,0.171555141495541
0.153918159488262,0.78686599531383,0.163606241349421,0.185747501320519,0.186528318150092
0.0933413310882827,1.05849900504457,0.0810366924652625,0.105410033954633,0.105576416059343
0.353733631153146,0.955490445488802,0.270185705765849,0.278402908219363,0.278693600361776
0.304077874262011,0.9716768506375,0.238351360435653,0.248895840073657,0.249193753223081
0.0499039789844255,0.721280539537332,0.0647108153572426,0.119689666325994,0.121146784696411
-0.0116968603049126,1.03480199853978,-0.011432706051201,0.0204178251000941,0.0203803402828505
0.270718142029263,1.07634511966541,0.200969137625122,0.205034825575437,0.205211499231974
0.00547975090483498,1.28555787451073,0.00424445484543578,0.0245667172427219,0.0245739696365859
-0.0163703545668537,1.0498870401738,-0.0158394680945475,0.00889637250409262,0.00884433488943807
-0.269360170429073,0.895734674455233,-0.430030546737936,-0.224438612901855,-0.239768745888784
0.0649805423800528,1.26646507836135,0.0488045034418069,0.0711406934646674,0.0712069496882943
-0.0642248804926795,0.958746476925616,-0.0717980211420133,-0.026962205868218,-0.0273420638456463
0.361921294940807,1.1043370584621,0.246833236517191,0.254351831364724,0.254521942728847
0.162262321760441,0.784575860683681,0.171372811921869,0.200992918017814,0.201964391414036
0.0244342946453691,1.1143381462991,0.021456696497769,0.0424023978027816,0.0424336813531918
0.0835086734444306,0.943761955535003,0.0812917950622167,0.104564278167316,0.104743995133051
0.0286836253446314,1.1999509373892,0.0233459372010564,0.0435505912148192,0.0435786932092446
-0.22674206720214,0.785579842327923,-0.40573861913881,-0.183474168763459,-0.201457448538494
0.110080524051752,0.910873589207628,0.107821225873043,0.131083468003778,0.131369097383129
-0.185954382070396,1.01940350976761,-0.223114256036455,-0.169948474091194,-0.171193735468625
0.294949510740703,0.606151181641861,0.327321367338914,0.337948249212893,0.339108841880401
0.0797396969747759,0.990589553227836,0.0745001568065913,0.103088970184916,0.103326805269461
0.302151141594842,1.26273077393259,0.193082390816054,0.201407478986929,0.201524515352145
0.0522367814813534,1.01455270103861,0.0489663446605792,0.0749371799677352,0.0750766561008663
0.139718880668174,0.854121456637591,0.140584835836854,0.157057166957202,0.157403251447738
0.0443038173633456,1.23394222817815,0.0346598509088893,0.0548557721845725,0.0549044081581966
0.212625613609898,0.812091851084302,0.207496818328699,0.218925142530445,0.219212643036793
0.214803324020302,1.04158147398788,0.170969375274869,0.184727646220267,0.185005981988408
-0.0141363723172523,0.91211870895136,-0.0157423723613979,0.0126442126927442,0.0125982281706236
0.19658977517426,0.870923212131929,0.184156799506808,0.195529866991918,0.195784107595125
0.209437733135891,1.02197856719133,0.170078740292976,0.179648696587345,0.179872625904968
0.142688587760118,1.1634132283074,0.109247675797383,0.123239012194011,0.123387242028121
0.101173550995312,1.10881017913835,0.0836156292648135,0.104239337753836,0.104378472822439
-0.0437236800668674,1.21964377143513,-0.0371825265915747,-0.0117898616467759,-0.011850352879934
-0.0379876881138585,1.09868787099864,-0.0358137848251743,-0.00347170092547583,-0.00360709525382524
-0.195653173337682,0.99558979092802,-0.244585844722363,-0.191711645873746,-0.192982432298552
-0.0503620788521774,0.911639072136887,-0.0584737305708215,0.000888189796770236,0.000397603890468991
-0.0285417010844196,1.21070285522596,-0.0241436634797443,0.00277217542836499,0.00272297942073904
0.329455872096765,1.17219130761724,0.219396324614355,0.226205300686414,0.226359507512461
0.127943261647328,1.10774844500362,0.103539791485765,0.11640266771495,0.116510410398586
0.159535442698218,1.05998149010381,0.13081855479584,0.139237854804014,0.139333957806626
0.3969873101636,1.19698216790465,0.249055779063419,0.254829858859017,0.254956329249519
0.0664012908634746,1.15966644762721,0.0541579300873018,0.098904786437318,0.0992339762408189
-0.124420375082164,0.907300704929294,-0.158926428904478,-0.0972239154995483,-0.0985902498984967
