"NIE","NDE","MP","MP_BC1","MP_BC2"
0.568840387111138,1.32288721204035,0.300698888870831,0.322695668252077,0.323114363512347
0.0707017149900633,1.14538295350968,0.0581388095923341,0.129376111949098,0.129791841576547
-0.0770154840127218,0.941098123855526,-0.089129766600487,0.0874698949935616,0.0850153286525739
0.46508145130131,1.1754119788886,0.283500953275668,0.319633650580095,0.320467047463655
0.271920611956604,1.25058852715158,0.178600315079805,0.215789518223667,0.216278177984091
0.496127033222746,0.97731938417853,0.336711961401194,0.368744825439598,0.369806578004625
-0.0304979598392385,1.08624382839647,-0.0288875957250173,0.131544198499437,0.130824741045247
0.565400191913066,0.926975776069161,0.378859083798782,0.410226173665647,0.411506622706858
0.233643043475938,1.08163314130689,0.177638009551976,0.223427775832678,0.224146686251897
0.109175063440245,1.09135660912029,0.0909389280895795,0.20861806685238,0.210203776828354
-0.0718138693444022,0.820859925285088,-0.0958737700770817,0.13735188760901,0.133079175027178
0.374281233041215,1.01036723155923,0.270307765913146,0.319204458767649,0.320718127797261
0.163156760381622,0.913469645573109,0.151544453562736,0.24144022482533,0.243464497951668
0.360045741976657,0.927679910189217,0.279598174790634,0.331790343944668,0.333562137818017
0.208815867183064,1.01780643483661,0.170236483422192,0.232369345117712,0.233503143868231
-0.117331192065391,1.13865698775142,-0.114881257832697,0.0174516088194878,0.0157514944154786
0.00782430119589869,1.1469109550454,0.00677583987637743,0.116388174427744,0.116481043578785
0.557392332824176,1.155277775341,0.32545224568748,0.35192109324922,0.352579465346806
0.158972505981345,1.12666976457925,0.123652208410996,0.20491284086455,0.206113727071179
0.564297848571251,0.963738840045718,0.369296007599136,0.401236394681263,0.402478884382441
0.767958638808039,0.959796155485917,0.444483581434288,0.463754134660266,0.464531665431055
-0.395375549012127,1.02574234414787,-0.627215062822253,-0.238699551872243,-0.271348594974441
0.390190904605917,0.964577214230015,0.288013054913917,0.325556664022109,0.326612069820017
0.447580379876151,0.9832412221616,0.31281354659359,0.35575944277098,0.357333526085106
-0.673485647384449,1.04969811649306,-1.79017364570661,0.336874058713962,-0.290220735089054
0.0377212259600133,0.9363390537404,0.0387257613785617,0.169153832186083,0.169906688009685
0.409220852969082,0.863814856447472,0.321452768325432,0.36087891199405,0.362379255770641
0.715789088183386,0.895996479373054,0.444096970832518,0.468188049852404,0.46927548154898
0.410074234765881,0.939580209407888,0.303836464612184,0.344248495415437,0.345582899528958
